ID,Title,status,description,streetaddress,lat/lon,city,state,amenityfeatures,type,Year,unclearaddress,uncleartype,notes,dateadded,lastmodified
848,Cruising the Levee',Found,Nothbend Blvd. at Island Park,,"39.778784,-84.195419",Dayton,OH,Cruisy Area,Cruising Areas,1974,checked,,,3/2/2020 3:52am,3/2/2020 8:07pm
884,Dante's Dames,Found,,33rd St. & Lakeside,"41.515931,-81.671547",Cleveland,OH,"(G),(D),(*)",Bars/Clubs,1973,checked,,,3/2/2020 3:52am,3/2/2020 7:08pm
885,Dante's Inferno,Found,"(bar, restaurant, and baths)",2948 W. 25th St.,"41.471899,-81.699901",Cleveland,OH,"(YC),(D),(*)","Bars/Clubs,Restaurant,Baths",1973,checked,,,3/2/2020 3:52am,3/2/2020 7:08pm
125,Denny's,Found,Farmer Sack Shopping Plaza,," 41.614491,-83.622199",Toledo,OH,"(M),(R),(C),(AH)",Restaurant,1980,checked,,,2/20/2020 11:44pm,2/27/2020 2:10am
1017,Discount Book Store,General City Coordinates Used,,," 39.758948,-84.191607",Dayton,OH,Cruisy Area,"Cruising Areas,Book Store",1974,checked,,,3/2/2020 7:44pm,3/2/2020 8:07pm
767,Discount Book Store,General City Coordinates Used,,," 39.758948,-84.191607",Dayton,OH,Cruisy Area,"Cruising Areas,Book Store",1975,checked,,,3/2/2020 3:31am,3/2/2020 3:51am
660,Discount Book Store,General City Coordinates Used,,," 39.758948,-84.191607",Dayton,OH,Cruisy Area,"Cruising Areas,Book Store",1976,checked,,,3/2/2020 1:19am,3/2/2020 2:13am
553,Discount Book Store,General City Coordinates Used,,," 39.758948,-84.191607",Dayton,OH,Cruisy Area,"Cruising Areas,Book Store",1977,checked,,,2/29/2020 6:44pm,2/29/2020 7:43pm
410,Discount Book Store,General City Coordinates Used,,," 39.758948,-84.191607",Dayton,OH,Cruisy Area,"Cruising Areas,Book Store",1978,checked,,,2/28/2020 1:49am,3/13/2020 9:32pm
257,Discount Book Store,General City Coordinates Used,,," 39.758948,-84.191607",Dayton,OH,Cruisy Area,"Cruising Areas,Book Store",1979,checked,,,2/27/2020 2:34pm,3/13/2020 8:50pm
100,Discount Book Store,General City Coordinates Used,(Movie arcade-cruisy),," 39.758948,-84.191607",Dayton,OH,Cruisy Area,"Cruising Areas,Book Store",1980,checked,,,2/20/2020 11:44pm,3/10/2020 10:46am
101,E. 5th St. betw Brown & Wayne,Found,,,"39.75714,-84.183771",Dayton,OH,Cruisy Area,Cruising Areas,1980,checked,,Pin halfway between bruce and wayne.,2/20/2020 11:44pm,2/27/2020 2:10am
1045,Eden Park,Found,,,"39.11765,-84.488329",Cincinnati,OH,Cruisy Area,Cruising Areas,1972,checked,,,3/2/2020 9:16pm,3/2/2020 11:10pm
880,Eden Park,Found,,,"39.11765,-84.488329",Cincinnati,OH,Cruisy Area,Cruising Areas,1973,checked,,,3/2/2020 3:52am,3/2/2020 7:08pm
810,Eden Park,Found,,,"39.11765,-84.488329",Cincinnati,OH,Cruisy Area,Cruising Areas,1974,checked,,,3/2/2020 3:52am,3/2/2020 8:07pm
759,Eden Park,Found,,,"39.11765,-84.488329",Cincinnati,OH,Cruisy Area,Cruising Areas,1975,checked,,,3/2/2020 3:04am,3/2/2020 3:51am
489,Eden Park,Found,Ohio Park Overlook,,"39.11765,-84.488329",Cincinnati,OH,Cruisy Area,Cruising Areas,1977,checked,,,2/28/2020 1:50am,2/29/2020 7:43pm
345,Eden Park,Found,Ohio River Overlook,,"39.11765,-84.488329",Cincinnati,OH,Cruisy Area,Cruising Areas,1978,checked,,,2/27/2020 11:47pm,2/28/2020 2:31am
188,Eden Park,Found,Ohio River Overlook,,"39.11765,-84.488329",Cincinnati,OH,Cruisy Area,Cruising Areas,1979,checked,,,2/27/2020 11:55am,2/27/2020 10:27pm
33,Eden Park,Found,Ohio River Overlook,,"39.11765,-84.488329",Cincinnati,OH,Cruisy Area,Cruising Areas,1980,checked,,,2/20/2020 11:44pm,2/27/2020 2:10am
614,Eden Park-Ohio River Overlook,Found,,,"39.11765,-84.488329",Cincinnati,OH,Cruisy Area,Cruising Areas,1976,checked,,,3/2/2020 12:58am,3/2/2020 2:13am
1064,Edgewater Park,Found,,," 41.49029,-81.735455",Cleveland,OH,Cruisy Area,Cruising Areas,1972,checked,,,3/2/2020 9:16pm,3/2/2020 11:10pm
901,Edgewater Park,Found,,," 41.49029,-81.735455",Cleveland,OH,Cruisy Area,Cruising Areas,1973,checked,,,3/2/2020 3:53am,3/2/2020 7:08pm
831,Edgewater Park,Found,,," 41.49029,-81.735455",Cleveland,OH,Cruisy Area,Cruising Areas,1974,checked,,,3/2/2020 3:52am,3/2/2020 8:07pm
741,Edgewater Park,Found,,," 41.49029,-81.735455",Cleveland,OH,Cruisy Area,Cruising Areas,1975,checked,,,3/2/2020 2:54am,3/2/2020 3:51am
635,Edgewater Park,Found,,," 41.49029,-81.735455",Cleveland,OH,Cruisy Area,Cruising Areas,1976,checked,,,3/2/2020 1:14am,3/2/2020 2:13am
518,Edgewater Park,Found,,," 41.49029,-81.735455",Cleveland,OH,Cruisy Area,Cruising Areas,1977,checked,,,2/29/2020 6:35pm,2/29/2020 7:43pm
375,Edgewater Park,Found,,," 41.49029,-81.735455",Cleveland,OH,Cruisy Area,Cruising Areas,1978,checked,,,2/28/2020 1:27am,2/28/2020 2:31am
222,Edgewater Park,Found,(HOT),," 41.49029,-81.735455",Cleveland,OH,"Cruisy Area,(HOT)",Cruising Areas,1979,checked,,,2/27/2020 2:34pm,3/28/2020 4:13pm
63,Edgewater Park,Found,,," 41.49029,-81.735455",Cleveland,OH,"Cruisy Area,(AYOR)",Cruising Areas,1980,checked,,,2/20/2020 11:44pm,3/13/2020 9:14pm
1050,Egg Palace,Found,,Detroit at W. 52nd St.,"41.486087,-81.722475",Cleveland,OH,"(M),(YC),(C),(R)",Restaurant,1972,checked,,,3/2/2020 9:16pm,3/2/2020 11:10pm
623,Egg Palace,Found,Burned-may be reopening) ,Detroit at W. 52nd St.,"41.486087,-81.722475",Cleveland,OH,"(M),(R),(C),(RT),(SM),(AH)",Restaurant,1976,checked,,,3/2/2020 12:58am,3/2/2020 2:13am
1009,Empire Theatre,Found,,," 39.11255,-84.516095",Cincinnati,OH,Cruisy Area,"Cruising Areas,Theatre",1974,checked,,,3/2/2020 7:30pm,3/13/2020 9:48pm
760,Empire Theatre,Found,,," 39.11255,-84.516095",Cincinnati,OH,Cruisy Area,"Cruising Areas,Theatre",1975,checked,,,3/2/2020 3:04am,3/13/2020 9:45pm
615,Empire Theatre,Found,,," 39.11255,-84.516095",Cincinnati,OH,Cruisy Area,"Cruising Areas,Theatre",1976,checked,,,3/2/2020 12:58am,3/13/2020 9:40pm
490,Empire Theatre,Found,,," 39.11255,-84.516095",Cincinnati,OH,Cruisy Area,"Cruising Areas,Theatre",1977,checked,,,2/28/2020 1:50am,3/13/2020 9:35pm
346,Empire Theatre,Found,,," 39.11255,-84.516095",Cincinnati,OH,Cruisy Area,"Cruising Areas,Theatre",1978,checked,,,2/27/2020 11:47pm,3/13/2020 9:27pm
189,Empire Theatre,Found,,," 39.11255,-84.516095",Cincinnati,OH,Cruisy Area,"Cruising Areas,Theatre",1979,checked,,,2/27/2020 11:55am,3/13/2020 9:20pm
34,Empire Theatre ,Found,,," 39.11255,-84.516095",Cincinnati,OH,Cruisy Area,"Cruising Areas,Theatre",1980,checked,,,2/20/2020 11:44pm,3/13/2020 9:11pm
1113,Escape Lounge,General City Coordinates Used,,In Willoughby,"41.63977,-81.406501",Cleveland,OH,,Bars/Clubs,1971,checked,,,3/10/2020 10:38pm,3/11/2020 12:00am
1051,Escape Lounge,General City Coordinates Used,(Willoughby),Erie St.,"41.63977,-81.406501",Cleveland,OH,(G),Bars/Clubs,1972,checked,,,3/2/2020 9:16pm,3/2/2020 11:10pm
887,Escape Lounge,General City Coordinates Used,(Willoughby),Erie St.,"41.63977,-81.406501",Cleveland,OH,(G),Bars/Clubs,1973,checked,,,3/2/2020 3:52am,3/2/2020 7:08pm
817,Escape Lounge,General City Coordinates Used,(Willoughby),Erie St.,"41.63977,-81.406501",Cleveland,OH,(G),Bars/Clubs,1974,checked,,,3/2/2020 3:52am,3/2/2020 8:07pm
223,Euclid Creek Metro. Park,Found,(HOT),," 41.574422,-81.543873",Cleveland,OH,"Cruisy Area,(HOT)",Cruising Areas,1979,checked,,,2/27/2020 2:34pm,3/28/2020 4:13pm
174,Euclid Creek Metro. Park,Found,,," 41.574422,-81.543873",Cleveland,OH,"Cruisy Area,(AYOR)",Cruising Areas,1980,checked,,,2/25/2020 11:21pm,2/27/2020 2:10am
1065,Euclid Creek Metropolitan Park,Found,,," 41.574422,-81.543873",Cleveland,OH,Cruisy Area,Cruising Areas,1972,checked,,,3/2/2020 9:16pm,3/2/2020 11:10pm
742,Euclid Creek Metropolitan Park,Found,,," 41.574422,-81.543873",Cleveland,OH,Cruisy Area,Cruising Areas,1975,checked,,,3/2/2020 2:54am,3/2/2020 3:51am
636,Euclid Creek Metropolitan Park,Found,,," 41.574422,-81.543873",Cleveland,OH,Cruisy Area,Cruising Areas,1976,checked,,,3/2/2020 1:14am,3/2/2020 2:13am
519,Euclid Creek Metropolitan Park,Found,,," 41.574422,-81.543873",Cleveland,OH,Cruisy Area,Cruising Areas,1977,checked,,,2/29/2020 6:35pm,2/29/2020 7:43pm
376,Euclid Creek Metropolitan Park,Found,,," 41.574422,-81.543873",Cleveland,OH,Cruisy Area,Cruising Areas,1978,checked,,,2/28/2020 1:27am,3/13/2020 9:29pm
902,Euclid Creek Metropolitan Pk.,Found,,," 41.574422,-81.543873",Cleveland,OH,Cruisy Area,Cruising Areas,1973,checked,,,3/2/2020 3:53am,3/2/2020 7:08pm
832,Euclid Creek Metropolitan Pk.,Found,,," 41.574422,-81.543873",Cleveland,OH,Cruisy Area,Cruising Areas,1974,checked,,,3/2/2020 3:52am,3/2/2020 8:07pm
919,Exile North,General City Coordinates Used,,#1 Lake Road,"41.859497,-80.953983",Geneva on the Lake,OH,,,1973,checked,,,3/2/2020 3:53am,3/2/2020 7:08pm
1018,Exotic Book Store,General City Coordinates Used,'exotic back room',," 39.758948,-84.191607",Dayton,OH,Cruisy Area,"Cruising Areas,Book Store",1974,checked,,,3/2/2020 7:44pm,3/13/2020 9:49pm
768,Exotic Book Store,General City Coordinates Used,exotic back room,," 39.758948,-84.191607",Dayton,OH,Cruisy Area,"Cruising Areas,Book Store",1975,checked,,,3/2/2020 3:31am,3/2/2020 3:51am
661,Exotic Book Store,General City Coordinates Used,exotic book room,," 39.758948,-84.191607",Dayton,OH,Cruisy Area,"Cruising Areas,Book Store",1976,checked,,,3/2/2020 1:50am,3/2/2020 2:12am
560,Faurot Park,General City Coordinates Used,,,"40.736057,-84.114947",Lima,OH,Cruisy Area,Cruising Areas,1977,checked,,,2/29/2020 6:44pm,2/29/2020 7:43pm
417,Faurot Park,General City Coordinates Used,,,"40.736057,-84.114947",Lima,OH,Cruisy Area,Cruising Areas,1978,checked,,,2/28/2020 1:49am,2/28/2020 2:31am
263,Faurot Park,General City Coordinates Used,,,"40.736057,-84.114947",Lima,OH,Cruisy Area,Cruising Areas,1979,checked,,,2/27/2020 9:41pm,2/27/2020 10:27pm
108,Faurot Park,General City Coordinates Used,,,"40.736057,-84.114947",Lima,OH,Cruisy Area,Cruising Areas,1980,checked,,,2/20/2020 11:44pm,2/27/2020 2:10am
659,Field on Island Park,Found,,,"39.778362,-84.197664",Dayton,OH,Cruisy Area,Cruising Areas,1976,checked,,,3/2/2020 1:19am,3/2/2020 2:13am
552,Field on Island Park,Found,,,"39.778362,-84.197664",Dayton,OH,Cruisy Area,Cruising Areas,1977,checked,,,2/29/2020 6:44pm,2/29/2020 7:43pm
411,Field on Island park ,Found,,,"39.778362,-84.197664",Dayton,OH,Cruisy Area,Cruising Areas,1978,checked,,,2/28/2020 1:49am,2/28/2020 2:31am
1010,Fountain Square,Found,,,"39.101456,-84.51245",Cincinnati,OH,Cruisy Area,Cruising Areas,1974,checked,,,3/2/2020 7:30pm,3/2/2020 8:07pm
713,Fountain Square,Found,,,"39.101456,-84.51245",Cincinnati,OH,Cruisy Area,Cruising Areas,1975,checked,,,3/2/2020 2:47am,3/2/2020 3:51am
616,Fountain Square,Found,,,"39.101456,-84.51245",Cincinnati,OH,Cruisy Area,Cruising Areas,1976,checked,,,3/2/2020 12:58am,3/2/2020 2:13am
491,Fountain Square,Found,,,"39.101456,-84.51245",Cincinnati,OH,Cruisy Area,Cruising Areas,1977,checked,,,2/28/2020 1:50am,2/29/2020 7:43pm
347,Fountain Square,Found,,,"39.101456,-84.51245",Cincinnati,OH,Cruisy Area,Cruising Areas,1978,checked,,,2/27/2020 11:47pm,2/28/2020 2:31am
190,Fountain Square,Found,,,"39.101456,-84.51245",Cincinnati,OH,Cruisy Area,Cruising Areas,1979,checked,,,2/27/2020 11:55am,2/27/2020 10:27pm
35,Fountain Square,Found,,,"39.101456,-84.51245",Cincinnati,OH,Cruisy Area,Cruising Areas,1980,checked,,,2/20/2020 11:44pm,2/27/2020 2:10am
617,Fourth & Main Streets,Found,,,"39.100413,-84.509454",Cincinnati,OH,Cruisy Area,Cruising Areas,1976,checked,,,3/2/2020 12:58am,3/2/2020 2:13am
1011,Fourth & Main Sts.,Found,,,"39.100413,-84.509454",Cincinnati,OH,Cruisy Area,Cruising Areas,1974,checked,,,3/2/2020 7:31pm,3/2/2020 8:07pm
714,Fourth & Main Sts.,Found,,,"39.100413,-84.509454",Cincinnati,OH,Cruisy Area,Cruising Areas,1975,checked,,,3/2/2020 2:47am,3/2/2020 3:51am
492,Fourth & Main Sts.,Found,,,"39.100413,-84.509454",Cincinnati,OH,Cruisy Area,Cruising Areas,1977,checked,,,2/28/2020 1:50am,2/29/2020 7:43pm
348,Fourth & Main Sts.,Found,,,"39.100413,-84.509454",Cincinnati,OH,Cruisy Area,Cruising Areas,1978,checked,,,2/27/2020 11:47pm,2/28/2020 2:31am
290,Franklin Park Mall,Found,,,"41.694547,-83.640731",Toledo,OH,Cruisy Area,Cruising Areas,1979,checked,,,2/27/2020 9:56pm,2/27/2020 10:27pm
135,Franklin Park Mall,Found,,,"41.694547,-83.640731",Toledo,OH,Cruisy Area,Cruising Areas,1980,checked,,,2/20/2020 11:44pm,2/27/2020 2:10am
64,Fulton News,General City Coordinates Used,('Back room)-Fulton Rd,," 41.49932,-81.69436 ",Cleveland,OH,Cruisy Area,Cruising Areas,1980,checked,,,2/20/2020 11:44pm,3/13/2020 9:14pm
442,Gaiety Theatre,Found,,,"41.651984,-83.532798",Toledo,OH,Cruisy Area,"Cruising Areas,Theatre",1978,checked,,See http://cinematreasures.org/theaters/34384,2/28/2020 1:50am,3/13/2020 9:34pm
45,Gay Community Center,General City Coordinates Used,(216) 621-3380,," 41.49932,-81.69436 ",Cleveland,OH,,Organizations,1980,checked,,,2/20/2020 11:44pm,3/13/2020 8:47pm
1252,Gay Pussycat,General City Coordinates Used,,on Broadway,"41.652805,-83.537867 ",Toledo,OH,(S),Bars/Clubs,1968,checked,,,3/11/2020 1:18am,3/13/2020 7:55pm
1220,Gay Pussycat,General City Coordinates Used,,on Broadway,"41.652805,-83.537867 ",Toledo,OH,(S),Bars/Clubs,1969,checked,,,3/11/2020 12:06am,3/11/2020 1:16am
1176,Gay Pussycat,General City Coordinates Used,,on Broadway,"41.652805,-83.537867 ",Toledo,OH,(S),Bars/Clubs,1970,checked,,,3/11/2020 12:06am,3/11/2020 12:56am
786,Gayety Theatre,Found,,,"41.651984,-83.532798",Toledo,OH,Cruisy Area,"Cruising Areas,Theatre",1975,checked,,See http://cinematreasures.org/theaters/34384,3/2/2020 3:46am,3/13/2020 9:47pm
684,Gayety Theatre,Found,,,"41.651984,-83.532798",Toledo,OH,Cruisy Area,"Cruising Areas,Theatre",1976,checked,,See http://cinematreasures.org/theaters/34384,3/2/2020 2:09am,3/13/2020 9:44pm
576,Gayety Theatre,Found,,,"41.651984,-83.532798",Toledo,OH,Cruisy Area,"Cruising Areas,Theatre",1977,checked,,See http://cinematreasures.org/theaters/34384,2/29/2020 6:44pm,3/13/2020 9:39pm
1081,Geneva-on-the-Lake,General City Coordinates Used,(opening Memorial Day '71),Exile North #1 Lake Rd.," 39.758948,-84.191607",Dayton,OH,,Bars/Clubs,1972,checked,,,3/2/2020 9:16pm,3/2/2020 11:10pm
274,Geo. Rogers Clark Park,Found,off Rte. 40,,"39.908884,-83.910122 ",Springfield,OH,Cruisy Area,Cruising Areas,1979,checked,,,2/27/2020 9:41pm,2/27/2020 10:27pm
119,Geo. Rogers Clark Park,Found,off Rte. 40,,"39.908884,-83.910122 ",Springfield,OH,Cruisy Area,Cruising Areas,1980,checked,,,2/20/2020 11:44pm,2/27/2020 2:10am
427,George Rogers Clark Park,Found,(Off Rte.40),,"39.908884,-83.910122 ",Springfield,OH,Cruisy Area,Cruising Areas,1978,checked,,,2/28/2020 1:49am,2/28/2020 2:31am
697,Grace Park,Found,,,"41.084744,-81.509236",Akron,OH,Cruisy Area,Cruising Areas,1975,checked,,,3/2/2020 2:09am,3/2/2020 3:51am
596,Grace Park,Found,,,"41.084744,-81.509236",Akron,OH,Cruisy Area,Cruising Areas,1976,checked,,,2/29/2020 6:44pm,3/2/2020 2:13am
464,Grace Park,Found,,,"41.084744,-81.509236",Akron,OH,Cruisy Area,Cruising Areas,1977,checked,,,2/28/2020 1:50am,2/29/2020 7:43pm
317,Grace Park,Found,,,"41.084744,-81.509236",Akron,OH,Cruisy Area,Cruising Areas,1978,checked,,,2/27/2020 11:47pm,2/27/2020 11:56pm
160,Grace Park,Found,,,"41.084744,-81.509236",Akron,OH,Cruisy Area,Cruising Areas,1979,checked,,,2/20/2020 11:44pm,2/27/2020 10:27pm
9,Grace Park,Found,,,"41.084744,-81.509236",Akron,OH,Cruisy Area,Cruising Areas,1980,checked,,,2/20/2020 11:43pm,2/21/2020 1:55am
412,Greyhound Bus Deport,General City Coordinates Used,,," 39.758948,-84.191607",Dayton,OH,Cruisy Area,Cruising Areas,1978,checked,,,2/28/2020 1:49am,2/28/2020 2:31am
1026,Greyhound Bus Depot,General City Coordinates Used,,,"41.652805,-83.537867 ",Toledo,OH,Cruisy Area,Cruising Areas,1974,checked,,,3/2/2020 8:04pm,3/2/2020 8:07pm
715,Greyhound Bus Depot,General City Coordinates Used,,,"39.103118,-84.51202",Cincinnati,OH,Cruisy Area,Cruising Areas,1975,checked,,,3/2/2020 2:54am,3/2/2020 3:51am
769,Greyhound Bus Depot,General City Coordinates Used,,," 39.758948,-84.191607",Dayton,OH,Cruisy Area,Cruising Areas,1975,checked,,,3/2/2020 3:31am,3/2/2020 3:51am
662,Greyhound Bus Depot,General City Coordinates Used,,," 39.758948,-84.191607",Dayton,OH,Cruisy Area,Cruising Areas,1976,checked,,,3/2/2020 1:50am,3/2/2020 2:12am
554,Greyhound Bus Depot,General City Coordinates Used,,," 39.758948,-84.191607",Dayton,OH,Cruisy Area,Cruising Areas,1977,checked,,,2/29/2020 6:44pm,2/29/2020 7:43pm
473,Hal's,General City Coordinates Used,,Tuscararas & Schoeyer,"40.798947,-81.378447",Canton,OH,"(G),(D),(*)",Bars/Clubs,1977,checked,,,2/28/2020 1:50am,2/29/2020 7:43pm
47,Hex ,General City Coordinates Used,,Ohio City," 41.49932,-81.69436 ",Cleveland,OH,"(M),(R)",Restaurant,1980,checked,,,2/20/2020 11:44pm,2/27/2020 2:10am
543,Hickory Billiard Parlor,General City Coordinates Used,Main St.,,"40.272015,-81.859576",Coshocton,OH,Cruisy Area,"Cruising Areas,Bars/Clubs",1977,checked,,,2/29/2020 6:44pm,3/13/2020 9:37pm
402,Hickory Billiard Parlor,General City Coordinates Used,Main St.,,"40.272015,-81.859576",Coshocton,OH,Cruisy Area,"Cruising Areas,Bars/Clubs",1978,checked,,,2/28/2020 1:33am,3/13/2020 9:30pm
248,Hickory Billiard Parlor,General City Coordinates Used,Main St.,,"40.272015,-81.859576",Coshocton,OH,Cruisy Area,Cruising Areas,1979,checked,,,2/27/2020 2:34pm,2/27/2020 10:27pm
90,Hickory Billiard Parlor,General City Coordinates Used,Main St.,,"40.272015,-81.859576",Coshocton,OH,Cruisy Area,"Cruising Areas,Bars/Clubs",1980,checked,,,2/20/2020 11:44pm,3/13/2020 9:15pm
1020,Hideaway Lounge,Found,,Market at 6th,"40.360731,-80.617511",Steubenville,OH,(M),Bars/Clubs,1974,checked,,,3/2/2020 7:46pm,3/2/2020 8:07pm
775,Hideaway Lounge,Found,,Market at 6th,"40.360731,-80.617511",Steubenville,OH,(M),Bars/Clubs,1975,checked,,,3/2/2020 3:31am,3/2/2020 3:51am
673,Hideaway Lounge,Found,,Market at 6th,"40.360731,-80.617511",Steubenville,OH,(M),Bars/Clubs,1976,checked,,,3/2/2020 1:51am,3/2/2020 2:12am
770,Hills & Dales Park,Found,(Kettering),," 39.716281,-84.187667",Dayton,OH,Cruisy Area,Cruising Areas,1975,checked,,,3/2/2020 3:31am,3/2/2020 3:51am
663,Hills & Dales Park,Found,(Kettering),," 39.716281,-84.187667",Dayton,OH,Cruisy Area,Cruising Areas,1976,checked,,,3/2/2020 1:50am,3/2/2020 2:12am
555,Hills & Dales Park,Found,(Kettering),," 39.716281,-84.187667",Dayton,OH,Cruisy Area,Cruising Areas,1977,checked,,,2/29/2020 6:44pm,2/29/2020 7:43pm
413,Hills & Dales Park,Found,(Kettering),," 39.716281,-84.187667",Dayton,OH,Cruisy Area,Cruising Areas,1978,checked,,,2/28/2020 1:49am,2/28/2020 2:31am
258,Hills & Dales Park,Found,(Kettering) (HOT) (Sure suicide),," 39.716281,-84.187667",Dayton,OH,"Cruisy Area,(AYOR),(HOT)",Cruising Areas,1979,checked,,,2/27/2020 2:34pm,3/28/2020 4:13pm
102,Hills & Dales Park,Found,(Kettering) (Sure suicide),," 39.716281,-84.187667",Dayton,OH,"Cruisy Area,(AYOR)",Cruising Areas,1980,checked,,,2/20/2020 11:44pm,2/27/2020 2:10am
668,Holiday Inn Bar,General City Coordinates Used,I-71 at U.S. 30,,"40.75839,-82.515447",Mansfield,OH,(M),"Bars/Clubs,Hotels",1976,checked,,,3/2/2020 1:51am,3/13/2020 9:43pm
561,Holiday Inn Bar,General City Coordinates Used,,I-71 at U.S. 30,"40.75839,-82.515447",Mansfield,OH,(M),"Bars/Clubs,Hotels",1977,checked,,,2/29/2020 6:44pm,3/13/2020 9:38pm
419,Holiday Inn Bar,General City Coordinates Used,,I-71 at US 30,"40.75839,-82.515447",Mansfield,OH,(M),"Bars/Clubs,Hotels",1978,checked,,,2/28/2020 1:49am,3/13/2020 9:32pm
265,Holiday Inn Bar,General City Coordinates Used,,I-71 at US 30,"40.75839,-82.515447",Mansfield,OH,(M),"Bars/Clubs,Hotels",1979,checked,,,2/27/2020 9:41pm,3/13/2020 9:23pm
562,Hugel's,Found,(Some G),E. 5th & Main Sts.,"40.762982,-82.515314",Mansfield,OH,"(D),(G),(*)",Bars/Clubs,1977,checked,,,2/29/2020 6:44pm,2/29/2020 7:43pm
1004,Hustler's,Found,,Market & Main Sts.,"41.085119,-81.516799",Akron,OH,"(M),(RT)",Bars/Clubs,1974,checked,,,3/2/2020 7:09pm,3/13/2020 8:57pm
1084,Ivanhoe,Found,,On Monroe about 300 block,"41.648273,-83.536044",Toledo,OH,,Bars/Clubs,1972,checked,,,3/2/2020 9:16pm,3/2/2020 11:10pm
923,Ivanhoe,Found,,300 block on Monroe,"41.648273,-83.536044",Toledo,OH,,Bars/Clubs,1973,checked,,,3/2/2020 3:53am,3/2/2020 7:08pm
1166,Jack & Benny's,Found,(after hours),Broad at High St.," 39.962221,-83.000643",Columbus,OH,(C),Restaurant,1970,checked,,,3/11/2020 12:06am,3/11/2020 12:56am
